id,name,annotation
b0839,G_b0839,"OrderedDict([('asap', 'ABE-0002860'), ('ecogene', 'EG10203'), ('ncbigene', '945455'), ('ncbigi', 'gi:16128807'), ('uniprot', 'P08506')])"
b2010,G_b2010,"OrderedDict([('asap', 'ABE-0006680'), ('ecogene', 'EG11893'), ('ncbigene', '946518'), ('ncbigi', 'gi:162135904'), ('uniprot', 'P33013')])"
b2430,G_b2430,"OrderedDict([('asap', 'ABE-0008012'), ('ecogene', 'EG14164'), ('ncbigene', '946907'), ('ncbigi', 'gi:90111432'), ('uniprot', 'P77619')])"
b3182,G_b3182,"OrderedDict([('asap', 'ABE-0010458'), ('ecogene', 'EG10202'), ('ncbigene', '947693'), ('ncbigi', 'gi:16131072'), ('uniprot', 'P24228')])"
b3833,G_b3833,"OrderedDict([('asap', 'ABE-0012534'), ('ecogene', 'EG11473'), ('ncbigene', '948926'), ('ncbigi', 'gi:49176426'), ('uniprot', 'P0A887')])"
b0514,G_b0514,"OrderedDict([('asap', 'ABE-0001773'), ('ecogene', 'EG13621'), ('ncbigene', '945129'), ('ncbigi', 'gi:16128498'), ('uniprot', 'P77364')])"
b0089,G_b0089,"OrderedDict([('asap', 'ABE-0000320'), ('ecogene', 'EG10344'), ('ncbigene', '946322'), ('ncbigi', 'gi:16128082'), ('uniprot', 'P0ABG4')])"
b3396,G_b3396,"OrderedDict([('asap', 'ABE-0011082'), ('ecogene', 'EG10748'), ('ncbigene', '947907'), ('ncbigi', 'gi:162135911'), ('uniprot', 'P02918')])"
b2519,G_b2519,"OrderedDict([('asap', 'ABE-0008294'), ('ecogene', 'EG14210'), ('ncbigene', '947152'), ('ncbigi', 'gi:16130444'), ('uniprot', 'P76577')])"
b1069,G_b1069,"OrderedDict([('asap', 'ABE-0003630'), ('ecogene', 'EG13880'), ('ncbigene', '945487'), ('ncbigi', 'gi:16129032'), ('uniprot', 'P0AF16')])"
b3208,G_b3208,"OrderedDict([('asap', 'ABE-0010530'), ('ecogene', 'EG12808'), ('ncbigene', '947728'), ('ncbigi', 'gi:16131098'), ('uniprot', 'P46022')])"
b0149,G_b0149,"OrderedDict([('asap', 'ABE-0000516'), ('ecogene', 'EG10605'), ('ncbigene', '944843'), ('ncbigi', 'gi:16128142'), ('uniprot', 'P02919')])"
b0635,G_b0635,"OrderedDict([('asap', 'ABE-0002178'), ('ecogene', 'EG10606'), ('ncbigene', '945240'), ('ncbigi', 'gi:16128618'), ('uniprot', 'P0AD65')])"
b0084,G_b0084,"OrderedDict([('asap', 'ABE-0000309'), ('ecogene', 'EG10341'), ('ncbigene', '944799'), ('ncbigi', 'gi:16128077'), ('uniprot', 'P0AD68')])"
b0925,G_b0925,"OrderedDict([('asap', 'ABE-0003142'), ('ecogene', 'EG11253'), ('ncbigene', '945541'), ('ncbigi', 'gi:16128892'), ('uniprot', 'P22525')])"
b1678,G_b1678,"OrderedDict([('asap', 'ABE-0005605'), ('ecogene', 'EG14015'), ('ncbigene', '946174'), ('ncbigi', 'gi:16129634'), ('uniprot', 'P76193')])"
b0355,G_b0355,"OrderedDict([('asap', 'ABE-0001219'), ('ecogene', 'EG13295'), ('ncbigene', '944991'), ('ncbigi', 'gi:16128340'), ('uniprot', 'P51025')])"
b2154,G_b2154,"OrderedDict([('asap', 'ABE-0007124'), ('ecogene', 'EG12026'), ('ncbigene', '949045'), ('ncbigi', 'gi:16130092'), ('uniprot', 'P33018')])"
b2893,G_b2893,"OrderedDict([('asap', 'ABE-0009494'), ('ecogene', 'EG11070'), ('ncbigene', '947363'), ('ncbigi', 'gi:16130795'), ('uniprot', 'P0AEG6')])"
b0604,G_b0604,"OrderedDict([('asap', 'ABE-0002084'), ('ecogene', 'EG13535'), ('ncbigene', '945224'), ('ncbigi', 'gi:90111151'), ('uniprot', 'P77202')])"
b3930,G_b3930,"OrderedDict([('asap', 'ABE-0012841'), ('ecogene', 'EG11880'), ('ncbigene', '948418'), ('ncbigi', 'gi:16131768'), ('uniprot', 'P32166')])"
b3994,G_b3994,"OrderedDict([('asap', 'ABE-0013057'), ('ecogene', 'EG11585'), ('ncbigene', '948492'), ('ncbigi', 'gi:16131824'), ('uniprot', 'P30136')])"
b1710,G_b1710,"OrderedDict([('asap', 'ABE-0005709'), ('ecogene', 'EG10129'), ('ncbigene', '945915'), ('ncbigi', 'gi:16129666'), ('uniprot', 'P06610')])"
b2480,G_b2480,"OrderedDict([('asap', 'ABE-0008171'), ('ecogene', 'EG10108'), ('ncbigene', '946949'), ('ncbigi', 'gi:16130405'), ('uniprot', 'P0AE52')])"
b0429,G_b0429,"OrderedDict([('asap', 'ABE-0001487'), ('ecogene', 'EG10181'), ('ncbigene', '944918'), ('ncbigi', 'gi:16128414'), ('uniprot', 'P0ABJ6')])"
b0432,G_b0432,"OrderedDict([('asap', 'ABE-0001495'), ('ecogene', 'EG10178'), ('ncbigene', '945080'), ('ncbigi', 'gi:16128417'), ('uniprot', 'P0ABJ1')])"
b0431,G_b0431,"OrderedDict([('asap', 'ABE-0001493'), ('ecogene', 'EG10179'), ('ncbigene', '945615'), ('ncbigi', 'gi:16128416'), ('uniprot', 'P0ABI8')])"
b0430,G_b0430,"OrderedDict([('asap', 'ABE-0001491'), ('ecogene', 'EG10180'), ('ncbigene', '946897'), ('ncbigi', 'gi:16128415'), ('uniprot', 'P0ABJ3')])"
b4041,G_b4041,"OrderedDict([('asap', 'ABE-0013232'), ('ecogene', 'EG10740'), ('ncbigene', '948541'), ('ncbigi', 'gi:90111678'), ('uniprot', 'P0A7A7')])"
b0180,G_b0180,"OrderedDict([('asap', 'ABE-0000613'), ('ecogene', 'EG11284'), ('ncbigene', '944888'), ('ncbigi', 'gi:16128173'), ('uniprot', 'P0A6Q6')])"
b2413,G_b2413,"OrderedDict([('asap', 'ABE-0007953'), ('ecogene', 'EG10003'), ('ncbigene', '946875'), ('ncbigi', 'gi:16130339'), ('uniprot', 'P0A6J3')])"
b3018,G_b3018,"OrderedDict([('asap', 'ABE-0009910'), ('ecogene', 'EG11377'), ('ncbigene', '947496'), ('ncbigi', 'gi:16130914'), ('uniprot', 'P26647')])"
b4042,G_b4042,"OrderedDict([('asap', 'ABE-0013235'), ('ecogene', 'EG10224'), ('ncbigene', '948543'), ('ncbigi', 'gi:16131868'), ('uniprot', 'P0ABN1')])"
b4160,G_b4160,"OrderedDict([('asap', 'ABE-0013623'), ('ecogene', 'EG10775'), ('ncbigene', '948673'), ('ncbigi', 'gi:16131985'), ('uniprot', 'P0A8K1')])"
b0723,G_b0723,"OrderedDict([('asap', 'ABE-0002466'), ('ecogene', 'EG10931'), ('ncbigene', '945402'), ('ncbigi', 'gi:16128698'), ('uniprot', 'P0AC41')])"
b0722,G_b0722,"OrderedDict([('asap', 'ABE-0002464'), ('ecogene', 'EG10934'), ('ncbigene', '945322'), ('ncbigi', 'gi:16128697'), ('uniprot', 'P0AC44')])"
b0724,G_b0724,"OrderedDict([('asap', 'ABE-0002468'), ('ecogene', 'EG10932'), ('ncbigene', '945300'), ('ncbigi', 'gi:16128699'), ('uniprot', 'P07014')])"
b0721,G_b0721,"OrderedDict([('asap', 'ABE-0002460'), ('ecogene', 'EG10933'), ('ncbigene', '945316'), ('ncbigi', 'gi:16128696'), ('uniprot', 'P69054')])"
b0494,G_b0494,"OrderedDict([('asap', 'ABE-0001713'), ('ecogene', 'EG11542'), ('ncbigene', '945127'), ('ncbigi', 'gi:16128478'), ('uniprot', 'P0ADA1')])"
b1276,G_b1276,"OrderedDict([('asap', 'ABE-0004283'), ('ecogene', 'EG11325'), ('ncbigene', '946724'), ('ncbigi', 'gi:16129237'), ('uniprot', 'P25516')])"
b0118,G_b0118,"OrderedDict([('asap', 'ABE-0000411'), ('ecogene', 'EG12316'), ('ncbigene', '944864'), ('ncbigi', 'gi:16128111'), ('uniprot', 'P36683')])"
b3447,G_b3447,"OrderedDict([('asap', 'ABE-0011257'), ('ecogene', 'EG10374'), ('ncbigene', '947947'), ('ncbigi', 'gi:16131319'), ('uniprot', 'P18956')])"
b1990,G_b1990,"OrderedDict([('asap', 'ABE-0006607'), ('ecogene', 'EG12682'), ('ncbigene', '945273'), ('ncbigi', 'gi:16129931'), ('uniprot', 'P39176')])"
b1113,G_b1113,"OrderedDict([('asap', 'ABE-0003760'), ('ecogene', 'EG13437'), ('ncbigene', '945666'), ('ncbigi', 'gi:16129076'), ('uniprot', 'P75954')])"
b0819,G_b0819,"OrderedDict([('asap', 'ABE-0002797'), ('ecogene', 'EG13324'), ('ncbigene', '945441'), ('ncbigi', 'gi:16128787'), ('uniprot', 'P0AAX8')])"
b2813,G_b2813,"OrderedDict([('asap', 'ABE-0009228'), ('ecogene', 'EG13085'), ('ncbigene', '944964'), ('ncbigi', 'gi:16130720'), ('uniprot', 'P0A935')])"
b0211,G_b0211,"OrderedDict([('asap', 'ABE-0000704'), ('ecogene', 'EG10246'), ('ncbigene', '945694'), ('ncbigi', 'gi:16128198'), ('uniprot', 'P0AEZ7')])"
b1097,G_b1097,"OrderedDict([('asap', 'ABE-0003712'), ('ecogene', 'EG11494'), ('ncbigene', '945660'), ('ncbigi', 'gi:16129060'), ('uniprot', 'P28306')])"
b1193,G_b1193,"OrderedDict([('asap', 'ABE-0004006'), ('ecogene', 'EG13897'), ('ncbigene', '945655'), ('ncbigi', 'gi:90111231'), ('uniprot', 'P0C960')])"
b2701,G_b2701,"OrderedDict([('asap', 'ABE-0008885'), ('ecogene', 'EG12699'), ('ncbigene', '947184'), ('ncbigi', 'gi:16130608'), ('uniprot', 'P41052')])"
b4392,G_b4392,"OrderedDict([('asap', 'ABE-0014404'), ('ecogene', 'EG10950'), ('ncbigene', '948908'), ('ncbigi', 'gi:90111747'), ('uniprot', 'P0AGC3')])"
b2963,G_b2963,"OrderedDict([('asap', 'ABE-0009725'), ('ecogene', 'EG12986'), ('ncbigene', '945428'), ('ncbigi', 'gi:90111520'), ('uniprot', 'P0C066')])"
b2558,G_b2558,"OrderedDict([('asap', 'ABE-0008417'), ('ecogene', 'EG11373'), ('ncbigene', '947028'), ('ncbigi', 'gi:171701683'), ('uniprot', 'P0AGC5')])"
b3546,G_b3546,"OrderedDict([('asap', 'ABE-0011581'), ('ecogene', 'EG12267'), ('ncbigene', '948068'), ('ncbigi', 'gi:90111611'), ('uniprot', 'P37661')])"
b1655,G_b1655,"OrderedDict([('asap', 'ABE-0005533'), ('ecogene', 'EG13949'), ('ncbigene', '945210'), ('ncbigi', 'gi:16129613'), ('uniprot', 'P76190')])"
b2328,G_b2328,"OrderedDict([('asap', 'ABE-0007691'), ('ecogene', 'EG10580'), ('ncbigene', '946812'), ('ncbigi', 'gi:16130263'), ('uniprot', 'P0C0T5')])"
b2134,G_b2134,"OrderedDict([('asap', 'ABE-0007050'), ('ecogene', 'EG12015'), ('ncbigene', '946662'), ('ncbigi', 'gi:162135905'), ('uniprot', 'P0AFI5')])"
b1856,G_b1856,"OrderedDict([('asap', 'ABE-0006189'), ('ecogene', 'EG10013'), ('ncbigene', '946376'), ('ncbigi', 'gi:90111345'), ('uniprot', 'P0AFS9')])"
b1185,G_b1185,"OrderedDict([('asap', 'ABE-0003979'), ('ecogene', 'EG11393'), ('ncbigene', '946344'), ('ncbigi', 'gi:49176085'), ('uniprot', 'P0A6M2')])"
b3860,G_b3860,"OrderedDict([('asap', 'ABE-0012606'), ('ecogene', 'EG11297'), ('ncbigene', '948353'), ('ncbigi', 'gi:16131701'), ('uniprot', 'P0AEG4')])"
b4136,G_b4136,"OrderedDict([('asap', 'ABE-0013539'), ('ecogene', 'EG12178'), ('ncbigene', '948649'), ('ncbigi', 'gi:16131961'), ('uniprot', 'P36655')])"
b0606,G_b0606,"OrderedDict([('asap', 'ABE-0002093'), ('ecogene', 'EG11385'), ('ncbigene', '947540'), ('ncbigi', 'gi:90111152'), ('uniprot', 'P35340')])"
b0605,G_b0605,"OrderedDict([('asap', 'ABE-0002090'), ('ecogene', 'EG11384'), ('ncbigene', '945225'), ('ncbigi', 'gi:16128588'), ('uniprot', 'P0AE08')])"
b0221,G_b0221,"OrderedDict([('asap', 'ABE-0000743'), ('ecogene', 'EG13145'), ('ncbigene', '949007'), ('ncbigi', 'gi:90111100'), ('uniprot', 'Q47146')])"
b2285,G_b2285,"OrderedDict([('asap', 'ABE-0007547'), ('ecogene', 'EG12086'), ('ncbigene', '946746'), ('ncbigi', 'gi:16130220'), ('uniprot', 'P0AFD1')])"
b2286,G_b2286,"OrderedDict([('asap', 'ABE-0007549'), ('ecogene', 'EG12084'), ('ncbigene', '946759'), ('ncbigi', 'gi:145698291'), ('uniprot', 'P33599')])"
b2288,G_b2288,"OrderedDict([('asap', 'ABE-0007553'), ('ecogene', 'EG12082'), ('ncbigene', '946764'), ('ncbigi', 'gi:49176207'), ('uniprot', 'P0AFC3')])"
b2283,G_b2283,"OrderedDict([('asap', 'ABE-0007543'), ('ecogene', 'EG12087'), ('ncbigene', '946762'), ('ncbigi', 'gi:145698290'), ('uniprot', 'P33602')])"
b2279,G_b2279,"OrderedDict([('asap', 'ABE-0007534'), ('ecogene', 'EG12091'), ('ncbigene', '947580'), ('ncbigi', 'gi:16130214'), ('uniprot', 'P0AFE4')])"
b2278,G_b2278,"OrderedDict([('asap', 'ABE-0007532'), ('ecogene', 'EG12092'), ('ncbigene', '945540'), ('ncbigi', 'gi:16130213'), ('uniprot', 'P33607')])"
b2276,G_b2276,"OrderedDict([('asap', 'ABE-0007526'), ('ecogene', 'EG12093'), ('ncbigene', '945136'), ('ncbigi', 'gi:145698289'), ('uniprot', 'P0AFF0')])"
b2284,G_b2284,"OrderedDict([('asap', 'ABE-0007545'), ('ecogene', 'EG11774'), ('ncbigene', '946753'), ('ncbigi', 'gi:16130219'), ('uniprot', 'P31979')])"
b2282,G_b2282,"OrderedDict([('asap', 'ABE-0007541'), ('ecogene', 'EG12088'), ('ncbigene', '946761'), ('ncbigi', 'gi:16130217'), ('uniprot', 'P0AFD4')])"
b2281,G_b2281,"OrderedDict([('asap', 'ABE-0007539'), ('ecogene', 'EG12089'), ('ncbigene', '946757'), ('ncbigi', 'gi:16130216'), ('uniprot', 'P0AFD6')])"
b2277,G_b2277,"OrderedDict([('asap', 'ABE-0007529'), ('ecogene', 'EG11773'), ('ncbigene', '947731'), ('ncbigi', 'gi:16130212'), ('uniprot', 'P0AFE8')])"
b2287,G_b2287,"OrderedDict([('asap', 'ABE-0007551'), ('ecogene', 'EG12083'), ('ncbigene', '946738'), ('ncbigi', 'gi:16130222'), ('uniprot', 'P0AFC7')])"
b2280,G_b2280,"OrderedDict([('asap', 'ABE-0007536'), ('ecogene', 'EG12090'), ('ncbigene', '946756'), ('ncbigi', 'gi:16130215'), ('uniprot', 'P0AFE0')])"
b1801,G_b1801,"OrderedDict([('asap', 'ABE-0005995'), ('ecogene', 'EG13508'), ('ncbigene', '947326'), ('ncbigi', 'gi:16129755'), ('uniprot', 'P0ABD1')])"
b4208,G_b4208,"OrderedDict([('asap', 'ABE-0013764'), ('ecogene', 'EG12504'), ('ncbigene', '948725'), ('ncbigi', 'gi:16132030'), ('uniprot', 'P0AAE0')])"
b0007,G_b0007,"OrderedDict([('asap', 'ABE-0000020'), ('ecogene', 'EG11555'), ('ncbigene', '944745'), ('ncbigi', 'gi:16128001'), ('uniprot', 'P30143')])"
b0874,G_b0874,"OrderedDict([('asap', 'ABE-0002966'), ('ecogene', 'EG13426'), ('ncbigene', '947142'), ('ncbigi', 'gi:90111181'), ('uniprot', 'P75826')])"
b2923,G_b2923,"OrderedDict([('asap', 'ABE-0009591'), ('ecogene', 'EG11159'), ('ncbigene', '947418'), ('ncbigi', 'gi:16130824'), ('uniprot', 'P11667')])"
b0037,G_b0037,"OrderedDict([('asap', 'ABE-0000133'), ('ecogene', 'EG11558'), ('ncbigene', '944886'), ('ncbigi', 'gi:221800780'), ('uniprot', 'P31552')])"
b1734,G_b1734,"OrderedDict([('asap', 'ABE-0005785'), ('ecogene', 'EG10144'), ('ncbigene', '946266'), ('ncbigi', 'gi:16129688'), ('uniprot', 'P17411')])"
b2467,G_b2467,"OrderedDict([('asap', 'ABE-0008123'), ('ecogene', 'EG12410'), ('ncbigene', '947072'), ('ncbigi', 'gi:16130392'), ('uniprot', 'P37128')])"
b0404,G_b0404,"OrderedDict([('asap', 'ABE-0001404'), ('ecogene', 'EG11095'), ('ncbigene', '949132'), ('ncbigi', 'gi:16128389'), ('uniprot', 'P21515')])"
b0314,G_b0314,"OrderedDict([('asap', 'ABE-0001080'), ('ecogene', 'EG10112'), ('ncbigene', '945079'), ('ncbigi', 'gi:16128299'), ('uniprot', 'P0ABC9')])"
b4474,G_b4474,"OrderedDict([('asap', 'ABE-0174114'), ('ecogene', 'EG12910'), ('ncbigene', '2847758'), ('ncbigi', 'gi:49176341'), ('uniprot', 'P45541')])"
b3370,G_b3370,"OrderedDict([('asap', 'ABE-0011019'), ('ecogene', 'EG12908'), ('ncbigene', '947878'), ('ncbigi', 'gi:90111576'), ('uniprot', 'P45539')])"
b3816,G_b3816,"OrderedDict([('asap', 'ABE-0012464'), ('ecogene', 'EG11463'), ('ncbigene', '948351'), ('ncbigi', 'gi:16131666'), ('uniprot', 'P0ABI4')])"
b3040,G_b3040,"OrderedDict([('asap', 'ABE-0009977'), ('ecogene', 'EG11167'), ('ncbigene', '947035'), ('ncbigi', 'gi:16130936'), ('uniprot', 'P0A8H3')])"
b2373,G_b2373,"OrderedDict([('asap', 'ABE-0007826'), ('ecogene', 'EG14143'), ('ncbigene', '946845'), ('ncbigi', 'gi:16130305'), ('uniprot', 'P0AFI0')])"
b4233,G_b4233,"OrderedDict([('asap', 'ABE-0013847'), ('ecogene', 'EG12440'), ('ncbigene', '948752'), ('ncbigi', 'gi:16132055'), ('uniprot', 'P37773')])"
b3196,G_b3196,"OrderedDict([('asap', 'ABE-0010502'), ('ecogene', 'EG12802'), ('ncbigene', '947730'), ('ncbigi', 'gi:16131086'), ('uniprot', 'P45394')])"
b3691,G_b3691,"OrderedDict([('asap', 'ABE-0012072'), ('ecogene', 'EG11715'), ('ncbigene', '948196'), ('ncbigi', 'gi:90111641'), ('uniprot', 'P0AA76')])"
b2843,G_b2843,"OrderedDict([('asap', 'ABE-0009332'), ('ecogene', 'EG13096'), ('ncbigene', '947319'), ('ncbigi', 'gi:16130747'), ('uniprot', 'Q46938')])"
b2156,G_b2156,"OrderedDict([('asap', 'ABE-0007131'), ('ecogene', 'EG11337'), ('ncbigene', '946667'), ('ncbigi', 'gi:16130094'), ('uniprot', 'P25737')])"
b4130,G_b4130,"OrderedDict([('asap', 'ABE-0013524'), ('ecogene', 'EG12469'), ('ncbigene', '948644'), ('ncbigi', 'gi:16131956'), ('uniprot', 'P39276')])"
b4356,G_b4356,"OrderedDict([('asap', 'ABE-0014284'), ('ecogene', 'EG12588'), ('ncbigene', '948879'), ('ncbigi', 'gi:16132177'), ('uniprot', 'P39398')])"
b4358,G_b4358,"OrderedDict([('asap', 'ABE-0014294'), ('ecogene', 'EG12590'), ('ncbigene', '948883'), ('ncbigi', 'gi:226524765'), ('uniprot', 'P39400')])"
b3431,G_b3431,"OrderedDict([('asap', 'ABE-0011206'), ('ecogene', 'EG10381'), ('ncbigene', '947941'), ('ncbigi', 'gi:16131305'), ('uniprot', 'P15067')])"
b0155,G_b0155,"OrderedDict([('asap', 'ABE-0000533'), ('ecogene', 'EG12331'), ('ncbigene', '946715'), ('ncbigi', 'gi:16128148'), ('uniprot', 'P37019')])"
b0684,G_b0684,"OrderedDict([('asap', 'ABE-0002332'), ('ecogene', 'EG10318'), ('ncbigene', '945293'), ('ncbigi', 'gi:16128660'), ('uniprot', 'P61949')])"
b1378,G_b1378,"OrderedDict([('asap', 'ABE-0004613'), ('ecogene', 'EG13183'), ('ncbigene', '946587'), ('ncbigi', 'gi:16129339'), ('uniprot', 'P52647')])"
b2895,G_b2895,"OrderedDict([('asap', 'ABE-0009503'), ('ecogene', 'EG12697'), ('ncbigene', '947361'), ('ncbigi', 'gi:16130797'), ('uniprot', 'P0ABY4')])"
b0777,G_b0777,"OrderedDict([('asap', 'ABE-0002648'), ('ecogene', 'EG10119'), ('ncbigene', '945388'), ('ncbigi', 'gi:16128745'), ('uniprot', 'P12999')])"
b0641,G_b0641,"OrderedDict([('asap', 'ABE-0002194'), ('ecogene', 'EG10855'), ('ncbigene', '946257'), ('ncbigi', 'gi:16128624'), ('uniprot', 'P0ADC1')])"
b3201,G_b3201,"OrderedDict([('asap', 'ABE-0010512'), ('ecogene', 'EG11680'), ('ncbigene', '947725'), ('ncbigi', 'gi:16131091'), ('uniprot', 'P0A9V1')])"
b3200,G_b3200,"OrderedDict([('asap', 'ABE-0010510'), ('ecogene', 'EG12618'), ('ncbigene', '947920'), ('ncbigi', 'gi:16131090'), ('uniprot', 'P0ADV1')])"
b4261,G_b4261,"OrderedDict([('asap', 'ABE-0013958'), ('ecogene', 'EG12535'), ('ncbigene', '948795'), ('ncbigi', 'gi:16132083'), ('uniprot', 'P0AF98')])"
b4262,G_b4262,"OrderedDict([('asap', 'ABE-0013960'), ('ecogene', 'EG12536'), ('ncbigene', '945324'), ('ncbigi', 'gi:90111715'), ('uniprot', 'P0ADC6')])"
b3199,G_b3199,"OrderedDict([('asap', 'ABE-0010508'), ('ecogene', 'EG12806'), ('ncbigene', '947722'), ('ncbigi', 'gi:16131089'), ('uniprot', 'P0ADV9')])"
b0054,G_b0054,"OrderedDict([('asap', 'ABE-0000183'), ('ecogene', 'EG11569'), ('ncbigene', '945011'), ('ncbigi', 'gi:16128048'), ('uniprot', 'P31554')])"
b1025,G_b1025,"OrderedDict([('asap', 'ABE-0003472'), ('ecogene', 'EG13866'), ('ncbigene', '945593'), ('ncbigi', 'gi:16128989'), ('uniprot', 'P75908')])"
b1490,G_b1490,"OrderedDict([('asap', 'ABE-0004965'), ('ecogene', 'EG13793'), ('ncbigene', '945835'), ('ncbigi', 'gi:145698262'), ('uniprot', 'P0AA89')])"
b1535,G_b1535,"OrderedDict([('asap', 'ABE-0005123'), ('ecogene', 'EG11643'), ('ncbigene', '946075'), ('ncbigi', 'gi:16129494'), ('uniprot', 'P31129')])"
b1794,G_b1794,"OrderedDict([('asap', 'ABE-0005972'), ('ecogene', 'EG13502'), ('ncbigene', '948969'), ('ncbigi', 'gi:90111334'), ('uniprot', 'P76245')])"
b1341,G_b1341,"OrderedDict([('asap', 'ABE-0004504'), ('ecogene', 'EG13355'), ('ncbigene', '945909'), ('ncbigi', 'gi:90111253'), ('uniprot', 'P77302')])"
b2503,G_b2503,"OrderedDict([('asap', 'ABE-0008240'), ('ecogene', 'EG14202'), ('ncbigene', '946968'), ('ncbigi', 'gi:16130428'), ('uniprot', 'P77172')])"
b0315,G_b0315,"OrderedDict([('asap', 'ABE-0001086'), ('ecogene', 'EG11236'), ('ncbigene', '947459'), ('ncbigi', 'gi:16128300'), ('uniprot', 'P21514')])"
b1285,G_b1285,"OrderedDict([('asap', 'ABE-0004317'), ('ecogene', 'EG13415'), ('ncbigene', '945868'), ('ncbigi', 'gi:16129246'), ('uniprot', 'P77334')])"
b3525,G_b3525,"OrderedDict([('asap', 'ABE-0011515'), ('ecogene', 'EG12252'), ('ncbigene', '948042'), ('ncbigi', 'gi:90111605'), ('uniprot', 'P37646')])"
b0009,G_b0009,"OrderedDict([('asap', 'ABE-0000030'), ('ecogene', 'EG11511'), ('ncbigene', '944760'), ('ncbigi', 'gi:16128003'), ('uniprot', 'P0AF03')])"
b0784,G_b0784,"OrderedDict([('asap', 'ABE-0002675'), ('ecogene', 'EG11597'), ('ncbigene', '945398'), ('ncbigi', 'gi:16128752'), ('uniprot', 'P30748')])"
b2530,G_b2530,"OrderedDict([('asap', 'ABE-0008324'), ('ecogene', 'EG12677'), ('ncbigene', '947004'), ('ncbigi', 'gi:49176235'), ('uniprot', 'P0A6B7')])"
b2470,G_b2470,"OrderedDict([('asap', 'ABE-0008136'), ('ecogene', 'EG10014'), ('ncbigene', '945464'), ('ncbigi', 'gi:16130395'), ('uniprot', 'P24177')])"
b0463,G_b0463,"OrderedDict([('asap', 'ABE-0001603'), ('ecogene', 'EG11703'), ('ncbigene', '945112'), ('ncbigi', 'gi:16128447'), ('uniprot', 'P0AE06')])"
b0462,G_b0462,"OrderedDict([('asap', 'ABE-0001601'), ('ecogene', 'EG11704'), ('ncbigene', '945108'), ('ncbigi', 'gi:16128446'), ('uniprot', 'P31224')])"
b1394,G_b1394,"OrderedDict([('asap', 'ABE-0004661'), ('ecogene', 'EG13741'), ('ncbigene', '946263'), ('ncbigi', 'gi:16129355'), ('uniprot', 'P77467')])"
b1090,G_b1090,"OrderedDict([('asap', 'ABE-0003692'), ('ecogene', 'EG11437'), ('ncbigene', '946165'), ('ncbigi', 'gi:90111212'), ('uniprot', 'P27247')])"
b3059,G_b3059,"OrderedDict([('asap', 'ABE-0010042'), ('ecogene', 'EG11674'), ('ncbigene', '947561'), ('ncbigi', 'gi:16130955'), ('uniprot', 'P60782')])"
b2529,G_b2529,"OrderedDict([('asap', 'ABE-0008321'), ('ecogene', 'EG13395'), ('ncbigene', '947002'), ('ncbigi', 'gi:16130454'), ('uniprot', 'P0ACD4')])"
b1683,G_b1683,"OrderedDict([('asap', 'ABE-0005621'), ('ecogene', 'EG13965'), ('ncbigene', '945753'), ('ncbigi', 'gi:90111315'), ('uniprot', 'P77522')])"
b1684,G_b1684,"OrderedDict([('asap', 'ABE-0005624'), ('ecogene', 'EG11378'), ('ncbigene', '949014'), ('ncbigi', 'gi:16129640'), ('uniprot', 'P77667')])"
b1682,G_b1682,"OrderedDict([('asap', 'ABE-0005619'), ('ecogene', 'EG13964'), ('ncbigene', '946128'), ('ncbigi', 'gi:16129638'), ('uniprot', 'P77499')])"
b1681,G_b1681,"OrderedDict([('asap', 'ABE-0005617'), ('ecogene', 'EG13963'), ('ncbigene', '944878'), ('ncbigi', 'gi:16129637'), ('uniprot', 'P77689')])"
b0827,G_b0827,"OrderedDict([('asap', 'ABE-0002823'), ('ecogene', 'EG10153'), ('ncbigene', '945454'), ('ncbigi', 'gi:16128795'), ('uniprot', 'P12281')])"
b3856,G_b3856,"OrderedDict([('asap', 'ABE-0012591'), ('ecogene', 'EG11828'), ('ncbigene', '948343'), ('ncbigi', 'gi:145698333'), ('uniprot', 'P32125')])"
b3857,G_b3857,"OrderedDict([('asap', 'ABE-0012593'), ('ecogene', 'EG11829'), ('ncbigene', '948349'), ('ncbigi', 'gi:16131698'), ('uniprot', 'P32173')])"
b3058,G_b3058,"OrderedDict([('asap', 'ABE-0010036'), ('ecogene', 'EG11673'), ('ncbigene', '947544'), ('ncbigi', 'gi:90111533'), ('uniprot', 'P0AC16')])"
b1634,G_b1634,"OrderedDict([('asap', 'ABE-0005469'), ('ecogene', 'EG13939'), ('ncbigene', '947436'), ('ncbigi', 'gi:16129592'), ('uniprot', 'P77304')])"
b3496,G_b3496,"OrderedDict([('asap', 'ABE-0011417'), ('ecogene', 'EG12232'), ('ncbigene', '948006'), ('ncbigi', 'gi:16131368'), ('uniprot', 'P36837')])"
b0709,G_b0709,"OrderedDict([('asap', 'ABE-0002420'), ('ecogene', 'EG13304'), ('ncbigene', '947368'), ('ncbigi', 'gi:16128684'), ('uniprot', 'P75742')])"
b2528,G_b2528,"OrderedDict([('asap', 'ABE-0008319'), ('ecogene', 'EG12132'), ('ncbigene', '946999'), ('ncbigi', 'gi:16130453'), ('uniprot', 'P0AAC8')])"
b1679,G_b1679,"OrderedDict([('asap', 'ABE-0005608'), ('ecogene', 'EG13961'), ('ncbigene', '946173'), ('ncbigi', 'gi:16129635'), ('uniprot', 'P76194')])"
