,fluxes,kcat,MW,kcat_MW,equ
FACOAL80t2pp_num2,0.0,17459.32014,60.7731,287.2869763102425,atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c
CITtex_num2,0.0,,,,cit_e --> cit_p
CITtex_num3,0.0,,,,cit_e --> cit_p
CITtex_num4,0.0,,,,cit_e --> cit_p
ACGAtex_num2,0.0,,,,acgam_e --> acgam_p
ACGAtex_num3,0.0,,,,acgam_e --> acgam_p
ACGAtex_num4,0.0,,,,acgam_e --> acgam_p
MN6PP_num2,0.0,11553.0147432,30.4128,379.8734330018939,h2o_c + man6p_c --> man_c + pi_c
MN6PP_num3,0.0,11553.0147432,24.3302,474.84257191473966,h2o_c + man6p_c --> man_c + pi_c
MN6PP_num4,0.0,11553.0147432,29.7077,388.88957217152455,h2o_c + man6p_c --> man_c + pi_c
F6PP_num2,0.0,18699.0304284,29.7211,629.1500122270037,f6p_c + h2o_c --> fru_c + pi_c
F6PP_num3,0.0,18699.0304284,30.4128,614.8408048058711,f6p_c + h2o_c --> fru_c + pi_c
F6PP_num4,0.0,18699.0304284,20.7798,899.8657556088123,f6p_c + h2o_c --> fru_c + pi_c
F6PP_num5,0.0,18699.0304284,29.7077,629.4337975810985,f6p_c + h2o_c --> fru_c + pi_c
FACOAL60t2pp_num2,0.0,24310.9100232,60.7731,400.0274796447771,atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c
INSt2pp_num2,0.0,,,,h_p + ins_p --> h_c + ins_c
INSt2pp_num3,0.0,,,,h_p + ins_p --> h_c + ins_c
GDPDPK_num2,0.0,40330.378944,79.3424,508.3080287967089,atp_c + gdp_c --> amp_c + h_c + ppgpp_c
G6Ptex_num2,0.0,,,,g6p_e --> g6p_p
G6Ptex_num3,0.0,,,,g6p_e --> g6p_p
G6Ptex_num4,0.0,,,,g6p_e --> g6p_p
MOBDabcpp_num2,0.0,,,,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c
MOBDabcpp_num3,0.0,,,,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c
MOBDtex_num2,0.0,,,,mobd_e --> mobd_p
MOBDtex_num3,0.0,,,,mobd_e --> mobd_p
MOBDtex_num4,0.0,,,,mobd_e --> mobd_p
NI2uabcpp_num2,0.0,,,,atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c
NI2tex_num2,0.0,,,,ni2_e --> ni2_p
NI2tex_num3,0.0,,,,ni2_e --> ni2_p
NI2tex_num4,0.0,,,,ni2_e --> ni2_p
Kabcpp_num2,0.0,,,,atp_c + h2o_c + k_p --> adp_c + h_c + k_c + pi_c
LEUabcpp_num2,0.0,,,,atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c
L_LACt2rpp_num2,0.0,,,,h_p + lac__L_p --> h_c + lac__L_c
MALt2_3pp_num2,0.0,,,,3.0 h_p + mal__L_p --> 3.0 h_c + mal__L_c
MELIBt2pp_num2,0.0,,,,h_p + melib_p --> h_c + melib_c
SUCCt2_3pp_num2,0.0,,,,3.0 h_p + succ_p --> 3.0 h_c + succ_c
MNLptspp_num2,0.0,,,,mnl_p + pep_c --> mnl1p_c + pyr_c
MNLptspp_num3,0.0,,,,mnl_p + pep_c --> mnl1p_c + pyr_c
NH4tpp_num2,0.0,,,,nh4_p --> nh4_c
NO2t2rpp_num2,0.0,,,,h_p + no2_p --> h_c + no2_c
NO3t7pp_num2,0.0,,,,no2_c + no3_p --> no2_p + no3_c
PROt2rpp_num2,0.0,,,,h_p + pro__L_p --> h_c + pro__L_c
PTRCabcpp_num2,0.0,,,,atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c
PTRCabcpp_num3,0.0,,,,atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c
NTD12_num2,0.0,9521.232462,26.9004,353.94389904982825,dimp_c + h2o_c --> din_c + pi_c
NTD12_num3,0.0,9521.232462,45.4161,209.6444314240985,dimp_c + h2o_c --> din_c + pi_c
NTD12_num4,0.0,9521.232462,20.2554,470.0589700524304,dimp_c + h2o_c --> din_c + pi_c
DNTPPA_num2,0.00024653326187119265,9493.6061916,14.9271,635.9980298651446,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c
NTD10pp_num2,0.0,16669.85067,60.824,274.06699115480734,h2o_p + xmp_p --> pi_p + xtsn_p
NTD1pp_num2,0.0,18062.0880984,104.4142,172.98497808152533,dump_p + h2o_p --> duri_p + pi_p
NTD2pp_num2,0.0,28742.7416436,104.4142,275.2761754972025,h2o_p + ump_p --> pi_p + uri_p
NTD2pp_num3,0.0,28742.7416436,98.8772,290.69129833369067,h2o_p + ump_p --> pi_p + uri_p
NTD3pp_num2,0.0,17056.307249999998,104.4142,163.35237209115235,dcmp_p + h2o_p --> dcyt_p + pi_p
NTD4pp_num2,0.0,16503.426993600002,60.824,271.33083969485733,cmp_p + h2o_p --> cytd_p + pi_p
NTD4pp_num3,0.0,16503.426993600002,98.8772,166.90831651381714,cmp_p + h2o_p --> cytd_p + pi_p
NTD5pp_num2,0.0,18932.0878836,60.824,311.26015854925686,dtmp_p + h2o_p --> pi_p + thymd_p
NTD6pp_num2,0.0,18118.849698,104.4142,173.52859762369488,damp_p + h2o_p --> dad_2_p + pi_p
NTD7pp_num2,0.0,16283.3190876,60.824,267.7120723332895,amp_p + h2o_p --> adn_p + pi_p
NTD7pp_num3,0.0,16283.3190876,98.8772,164.68224310154417,amp_p + h2o_p --> adn_p + pi_p
NTD9pp_num2,0.0,17969.2640316,60.824,295.4304884848086,gmp_p + h2o_p --> gsn_p + pi_p
NTD9pp_num3,0.0,17969.2640316,98.8772,181.73314001205532,gmp_p + h2o_p --> gsn_p + pi_p
H2O2tex_num2,0.0,,,,h2o2_e --> h2o2_p
H2O2tex_num3,0.0,,,,h2o2_e --> h2o2_p
H2O2tex_num4,0.0,,,,h2o2_e --> h2o2_p
ADEtex_num2,0.0,,,,ade_e --> ade_p
ADEtex_num3,0.0,,,,ade_e --> ade_p
ADEtex_num4,0.0,,,,ade_e --> ade_p
AGMtex_num2,0.0,,,,agm_e --> agm_p
AGMtex_num3,0.0,,,,agm_e --> agm_p
AGMtex_num4,0.0,,,,agm_e --> agm_p
ALAtex_num2,0.0,,,,ala__L_e --> ala__L_p
ALAtex_num3,0.0,,,,ala__L_e --> ala__L_p
ALAtex_num4,0.0,,,,ala__L_e --> ala__L_p
BALAtex_num2,0.0,,,,ala_B_e --> ala_B_p
BALAtex_num3,0.0,,,,ala_B_e --> ala_B_p
BALAtex_num4,0.0,,,,ala_B_e --> ala_B_p
DALAtex_num2,0.0,,,,ala__D_e --> ala__D_p
DALAtex_num3,0.0,,,,ala__D_e --> ala__D_p
DALAtex_num4,0.0,,,,ala__D_e --> ala__D_p
AMPtex_num2,0.0,,,,amp_e --> amp_p
AMPtex_num3,0.0,,,,amp_e --> amp_p
AMPtex_num4,0.0,,,,amp_e --> amp_p
ARBtex_num2,0.0,,,,arab__L_e --> arab__L_p
ARBtex_num3,0.0,,,,arab__L_e --> arab__L_p
ARBtex_num4,0.0,,,,arab__L_e --> arab__L_p
ARGtex_num2,0.0,,,,arg__L_e --> arg__L_p
ARGtex_num3,0.0,,,,arg__L_e --> arg__L_p
ARGtex_num4,0.0,,,,arg__L_e --> arg__L_p
ASCBtex_num2,0.0,,,,ascb__L_e --> ascb__L_p
ASCBtex_num3,0.0,,,,ascb__L_e --> ascb__L_p
ASCBtex_num4,0.0,,,,ascb__L_e --> ascb__L_p
FACOAL100t2pp_num2,0.0,19405.0535616,60.7731,319.303335877222,atp_c + coa_c + dca_p + h_p --> amp_c + dcacoa_c + h_c + ppi_c
RIBabcpp_num2,0.0,,,,atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c
RIBabcpp_num3,0.0,,,,atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c
FACOAL120t2pp_num2,0.0,19622.5599708,124.664,157.40358059102866,atp_c + coa_c + ddca_p + h_p --> amp_c + ddcacoa_c + h_c + ppi_c
FACOAL140t2pp_num2,0.0,15392.7964368,124.664,123.47427033305524,atp_c + coa_c + h_p + ttdca_p --> amp_c + h_c + ppi_c + tdcoa_c
MMETtex_num2,0.0,,,,mmet_e --> mmet_p
MMETtex_num3,0.0,,,,mmet_e --> mmet_p
MMETtex_num4,0.0,,,,mmet_e --> mmet_p
FE3tex_num2,0.0,,,,fe3_e --> fe3_p
FE3tex_num3,0.0,,,,fe3_e --> fe3_p
FE3tex_num4,0.0,,,,fe3_e --> fe3_p
MG2tex_num2,0.0,,,,mg2_e --> mg2_p
MG2tex_num3,0.0,,,,mg2_e --> mg2_p
MG2tex_num4,0.0,,,,mg2_e --> mg2_p
Zn2tex_num2,0.0,,,,zn2_e --> zn2_p
Zn2tex_num3,0.0,,,,zn2_e --> zn2_p
Zn2tex_num4,0.0,,,,zn2_e --> zn2_p
CD2tex_num2,0.0,,,,cd2_e --> cd2_p
CD2tex_num3,0.0,,,,cd2_e --> cd2_p
CD2tex_num4,0.0,,,,cd2_e --> cd2_p
LCTSt3ipp_num2,0.0,,,,h_p + lcts_c --> h_c + lcts_p
LCTSt3ipp_num3,0.0,,,,h_p + lcts_c --> h_c + lcts_p
ASO3tex_num2,0.0,,,,aso3_e --> aso3_p
ASO3tex_num3,0.0,,,,aso3_e --> aso3_p
ASO3tex_num4,0.0,,,,aso3_e --> aso3_p
MANGLYCtex_num2,0.0,,,,manglyc_e --> manglyc_p
MANGLYCtex_num3,0.0,,,,manglyc_e --> manglyc_p
MANGLYCtex_num4,0.0,,,,manglyc_e --> manglyc_p
FRUURtex_num2,0.0,,,,fruur_e --> fruur_p
FRUURtex_num3,0.0,,,,fruur_e --> fruur_p
FRUURtex_num4,0.0,,,,fruur_e --> fruur_p
GLYCAt2rpp_num2,0.0,,,,glyc__R_p + h_p --> glyc__R_c + h_c
GLYCAtex_num2,0.0,,,,glyc__R_e --> glyc__R_p
GLYCAtex_num3,0.0,,,,glyc__R_e --> glyc__R_p
GLYCAtex_num4,0.0,,,,glyc__R_e --> glyc__R_p
GLYBabcpp_num2,0.0,,,,atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c
GLYCtpp_num2,0.0,,,,glyc_c --> glyc_p
H2Otpp_num2,0.0,,,,h2o_p --> h2o_c
COBALT2tex_num2,0.0,,,,cobalt2_e --> cobalt2_p
COBALT2tex_num3,0.0,,,,cobalt2_e --> cobalt2_p
COBALT2tex_num4,0.0,,,,cobalt2_e --> cobalt2_p
NTD12pp_num2,0.0,17007.5433852,104.4142,162.88534878589311,dimp_p + h2o_p --> din_p + pi_p
PPA2_num2,0.0,9737.9170488,26.9004,361.9989683722175,h2o_c + pppi_c --> h_c + pi_c + ppi_c
DIMPtex_num2,0.0,,,,dimp_e --> dimp_p
DIMPtex_num3,0.0,,,,dimp_e --> dimp_p
DIMPtex_num4,0.0,,,,dimp_e --> dimp_p
3NTD7pp_num2,0.0,55966.42332,98.8772,566.0195001476579,3amp_p + h2o_p --> adn_p + pi_p
3NTD4pp_num2,0.0,46917.559116,70.8322,662.3761384793922,3cmp_p + h2o_p --> cytd_p + pi_p
3NTD4pp_num3,0.0,46917.559116,98.8772,474.50331437378895,3cmp_p + h2o_p --> cytd_p + pi_p
3NTD2pp_num2,0.0,44836.482564,98.8772,453.4562322153135,3ump_p + h2o_p --> pi_p + uri_p
3NTD9pp_num2,0.0,39469.580028,98.8772,399.1777682620462,3gmp_p + h2o_p --> gsn_p + pi_p
GLCNt2rpp_num2,0.0,,,,glcn_p + h_p --> glcn_c + h_c
GLCNt2rpp_num3,0.0,,,,glcn_p + h_p --> glcn_c + h_c
GLCNt2rpp_num4,0.0,,,,glcn_p + h_p --> glcn_c + h_c
GLCptspp_num2,0.0,,,,glc__D_p + pep_c --> g6p_c + pyr_c
GLCptspp_num3,0.0,,,,glc__D_p + pep_c --> g6p_c + pyr_c
GLCRt2rpp_num2,0.0,,,,glcr_p + h_p --> glcr_c + h_c
GLCURt2rpp_num2,0.0,,,,glcur_p + h_p --> glcur_c + h_c
XTSNtex_num2,0.0,,,,xtsn_e --> xtsn_p
XTSNtex_num3,0.0,,,,xtsn_e --> xtsn_p
XTSNtex_num4,0.0,,,,xtsn_e --> xtsn_p
GNK_num2,0.0,26754.973524,21.004,1273.8037290039993,atp_c + glcn_c --> 6pgc_c + adp_c + h_c
FHL_num2,0.0,166094.043336,311.4924,533.2202112667918,for_c + h_c --> co2_c + h2_c
GLYCLTDy_num2,0.0,62636.42448,70.791,884.8077365766834,glx_c + h_c + nadph_c --> glyclt_c + nadp_c
LYSDC_num2,0.0,11370.9205044,812.6012,13.99323617095323,h_c + lys__L_c --> 15dap_c + co2_c
XANt2pp_num2,0.0,,,,h_p + xan_p --> h_c + xan_c
XANt2pp_num3,0.0,,,,h_p + xan_p --> h_c + xan_c
SPMDabcpp_num2,0.0,,,,atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c
HG2tex_num2,0.0,,,,hg2_e --> hg2_p
HG2tex_num3,0.0,,,,hg2_e --> hg2_p
HG2tex_num4,0.0,,,,hg2_e --> hg2_p
NTPP5_num2,0.0,21294.5677704,60.8246,350.0979500136458,datp_c + h2o_c --> damp_c + h_c + ppi_c
NTD3_num2,0.0,11259.2880576,26.9004,418.5546704733016,dcmp_c + h2o_c --> dcyt_c + pi_c
NTD3_num3,0.0,11259.2880576,20.2554,555.8659941348974,dcmp_c + h2o_c --> dcyt_c + pi_c
DHAtex_num2,0.0,,,,dha_e --> dha_p
DHAtex_num3,0.0,,,,dha_e --> dha_p
DHAtex_num4,0.0,,,,dha_e --> dha_p
ETOHtex_num2,0.0,,,,etoh_e --> etoh_p
ETOHtex_num3,0.0,,,,etoh_e --> etoh_p
ETOHtex_num4,0.0,,,,etoh_e --> etoh_p
RNDR2_num2,0.0,10997.845776,274.1399,40.117639847391786,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c
HACD3_num2,0.0,39593.451204000005,77.0722,513.7189700566482,3oocoa_c + h_c + nadh_c --> 3hocoa_c + nad_c
ACACtex_num2,0.0,,,,acac_e --> acac_p
ACACtex_num3,0.0,,,,acac_e --> acac_p
ACACtex_num4,0.0,,,,acac_e --> acac_p
ACNAMtex_num2,0.0,,,,acnam_e --> acnam_p
ACNAMtex_num3,0.0,,,,acnam_e --> acnam_p
THRA2_num2,0.0,17869.4775252,145.9788,122.41145649368264,athr__L_c --> acald_c + gly_c
H2Stex_num2,0.0,,,,h2s_e --> h2s_p
H2Stex_num3,0.0,,,,h2s_e --> h2s_p
H2Stex_num4,0.0,,,,h2s_e --> h2s_p
E4PD_num2,0.0,9322.4521548,142.13,65.59102339266869,e4p_c + h2o_c + nad_c --> 4per_c + 2.0 h_c + nadh_c
DUTPDP_num2,0.00964243547103498,13211.9680464,16.3707,807.0496708387547,dutp_c + h2o_c --> dump_c + h_c + ppi_c
FORt2pp_num2,0.0,,,,for_p + h_p --> for_c + h_c
DPR_num2,0.0,9584.9792424,216.2761,44.318254501537616,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c
THRD_L_num2,0.1070628730017703,57035.450556,140.9296,404.7088089088453,thr__L_c --> 2obut_c + nh4_c
4PEPTtex_num2,0.0,,,,LalaDgluMdapDala_e --> LalaDgluMdapDala_p
4PEPTtex_num3,0.0,,,,LalaDgluMdapDala_e --> LalaDgluMdapDala_p
4PEPTtex_num4,0.0,,,,LalaDgluMdapDala_e --> LalaDgluMdapDala_p
GALabcpp_num2,0.0,,,,atp_c + gal_p + h2o_c --> adp_c + gal_c + h_c + pi_c
GLYCLTt2rpp_num2,0.0,,,,glyclt_p + h_p --> glyclt_c + h_c
DHFR_num2,0.009888968732906173,17578.9038888,17.9994,976.6383262108736,dhf_c + h_c + nadph_c --> nadp_c + thf_c
TYRTA_num2,0.0,69547.959756,87.0756,798.7077867508234,akg_c + tyr__L_c --> 34hpp_c + glu__L_c
TYRTA_num3,0.0,69547.959756,204.5619,339.9849129090021,akg_c + tyr__L_c --> 34hpp_c + glu__L_c
SHKK_num2,0.14044620363392873,61262.159292,19.1508,3198.9347333792844,atp_c + skm_c --> adp_c + h_c + skm5p_c
GUAPRT_num2,0.0,17179.1999604,67.8824,253.0729608911883,gua_c + prpp_c --> gmp_c + ppi_c
HYD3pp_num2,0.0,29005.9700688,181.7482,159.59426321030963,2dmmq8_c + h2_c + 2.0 h_c --> 2dmmql8_c + 2.0 h_p
NO3R1pp_num2,0.0,401469.18948,474.5552,845.990496953779,2.0 h_c + no3_c + q8h2_c --> h2o_c + 2.0 h_p + no2_c + q8_c
NTD8_num2,0.0,9939.3841836,26.9004,369.488341571129,dgmp_c + h2o_c --> dgsn_c + pi_c
NTD8_num3,0.0,9939.3841836,45.4161,218.85155668584488,dgmp_c + h2o_c --> dgsn_c + pi_c
NTD8_num4,0.0,9939.3841836,20.2554,490.70293272905,dgmp_c + h2o_c --> dgsn_c + pi_c
PUNP4_num2,0.0,15875.6853492,155.6995,101.96362447663608,dgsn_c + pi_c --> 2dr1p_c + gua_c
NTD11pp_num2,0.0,16148.0229264,104.4142,154.65351385539515,h2o_p + imp_p --> ins_p + pi_p
PDE1_num2,0.0,123619.649436,30.938,3995.722071109962,camp_c + h2o_c --> amp_c + h_c
CU2tex_num2,0.0,,,,cu2_e --> cu2_p
CU2tex_num3,0.0,,,,cu2_e --> cu2_p
CU2tex_num4,0.0,,,,cu2_e --> cu2_p
ALAALAr_num2,0.0,17736.166954800003,65.6794,270.0415496304778,2.0 ala__D_c + atp_c --> adp_c + alaala_c + h_c + pi_c
CLtex_num2,0.0,,,,cl_e --> cl_p
CLtex_num3,0.0,,,,cl_e --> cl_p
CLtex_num4,0.0,,,,cl_e --> cl_p
CELBpts_num2,0.0,,,,cellb_e + pep_c --> 6pgg_c + pyr_c
ACACT1r_num2,0.0,64745.496936,161.4099,401.12469517669,2.0 accoa_c --> aacoa_c + coa_c
ACACT1r_num3,0.0,64745.496936,81.7524,791.9705957990225,2.0 accoa_c --> aacoa_c + coa_c
G2PPpp_num2,0.0,26350.740378,98.8772,266.49966198476494,glyc2p_p + h2o_p --> glyc_p + pi_p
Kt3pp_num2,0.0,,,,h_p + k_c --> h_c + k_p
Kt3pp_num3,0.0,,,,h_p + k_c --> h_c + k_p
Kt3pp_num4,0.0,,,,h_p + k_c --> h_c + k_p
AGM3PApp_num2,0.0,23614.9081668,47.9852,492.1289932479181,anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p
AGM3PApp_num3,0.0,23614.9081668,31.4121,751.7774413936031,anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p
AGM3PApp_num4,0.0,23614.9081668,31.0724,759.9962721514914,anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p
NTP1_num2,0.0,27027.3266172,39.1933,689.5904814649442,atp_c + h2o_c --> adp_c + h_c + pi_c
PROtex_num2,0.0,,,,pro__L_e --> pro__L_p
PROtex_num3,0.0,,,,pro__L_e --> pro__L_p
PROtex_num4,0.0,,,,pro__L_e --> pro__L_p
SBTtex_num2,0.0,,,,sbt__D_e --> sbt__D_p
SBTtex_num3,0.0,,,,sbt__D_e --> sbt__D_p
SBTtex_num4,0.0,,,,sbt__D_e --> sbt__D_p
PFK_num2,6.618245692570828,1000800.0,64.912,15417.796401281734,atp_c + f6p_c --> adp_c + fdp_c + h_c
PGM_num2,0.0,164087.709444,56.1939,2920.0270748960297,2pg_c --> 3pg_c
RPI_num2,0.0,71002.38272400001,32.1466,2208.705826557086,r5p_c --> ru5p__D_c
AKGtex_num2,0.0,,,,akg_e --> akg_p
AKGtex_num3,0.0,,,,akg_e --> akg_p
AKGtex_num4,0.0,,,,akg_e --> akg_p
ALLTNtex_num2,0.0,,,,alltn_e --> alltn_p
ALLTNtex_num3,0.0,,,,alltn_e --> alltn_p
ALLTNtex_num4,0.0,,,,alltn_e --> alltn_p
ASNtex_num2,0.0,,,,asn__L_e --> asn__L_p
ASNtex_num3,0.0,,,,asn__L_e --> asn__L_p
ASNtex_num4,0.0,,,,asn__L_e --> asn__L_p
OBTFL_num2,0.0,21920.4248436,213.2029,102.81485309815206,2obut_c + coa_c --> for_c + ppcoa_c
OBTFL_num3,0.0,21920.4248436,114.1398,192.0489158347921,2obut_c + coa_c --> for_c + ppcoa_c
THRt2pp_num2,0.0,,,,h_p + thr__L_c --> h_c + thr__L_p
G6PP_num2,0.0,9870.7434372,30.4128,324.5588514441288,g6p_c + h2o_c --> glc__D_c + pi_c
G6PP_num3,0.0,9870.7434372,23.0075,429.0228593806368,g6p_c + h2o_c --> glc__D_c + pi_c
TYMtex_num2,0.0,,,,tym_e --> tym_p
TYMtex_num3,0.0,,,,tym_e --> tym_p
TYMtex_num4,0.0,,,,tym_e --> tym_p
CMPtex_num2,0.0,,,,cmp_e --> cmp_p
CMPtex_num3,0.0,,,,cmp_e --> cmp_p
CMPtex_num4,0.0,,,,cmp_e --> cmp_p
DUMPtex_num2,0.0,,,,dump_e --> dump_p
DUMPtex_num3,0.0,,,,dump_e --> dump_p
DUMPtex_num4,0.0,,,,dump_e --> dump_p
XMPtex_num2,0.0,,,,xmp_e --> xmp_p
XMPtex_num3,0.0,,,,xmp_e --> xmp_p
XMPtex_num4,0.0,,,,xmp_e --> xmp_p
3PEPTtex_num2,0.0,,,,LalaDgluMdap_e --> LalaDgluMdap_p
3PEPTtex_num3,0.0,,,,LalaDgluMdap_e --> LalaDgluMdap_p
3PEPTtex_num4,0.0,,,,LalaDgluMdap_e --> LalaDgluMdap_p
ANHGMtex_num2,0.0,,,,anhgm_e --> anhgm_p
ANHGMtex_num3,0.0,,,,anhgm_e --> anhgm_p
ANHGMtex_num4,0.0,,,,anhgm_e --> anhgm_p
FALDtex_num2,0.0,,,,fald_e --> fald_p
FALDtex_num3,0.0,,,,fald_e --> fald_p
FALDtex_num4,0.0,,,,fald_e --> fald_p
ALR2_num2,0.0,10013.5902312,31.1096,321.8810345102476,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c
ALR2_num3,0.0,10013.5902312,29.4368,340.17251301771927,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c
ALR2_num4,0.0,10013.5902312,38.8322,257.86821841667484,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c
CYSDtex_num2,0.0,,,,cys__D_e --> cys__D_p
CYSDtex_num3,0.0,,,,cys__D_e --> cys__D_p
CYSDtex_num4,0.0,,,,cys__D_e --> cys__D_p
G3PItex_num2,0.0,,,,g3pi_e --> g3pi_p
G3PItex_num3,0.0,,,,g3pi_e --> g3pi_p
G3PItex_num4,0.0,,,,g3pi_e --> g3pi_p
G3PGtex_num2,0.0,,,,g3pg_e --> g3pg_p
G3PGtex_num3,0.0,,,,g3pg_e --> g3pg_p
G3PGtex_num4,0.0,,,,g3pg_e --> g3pg_p
G3PEtex_num2,0.0,,,,g3pe_e --> g3pe_p
G3PEtex_num3,0.0,,,,g3pe_e --> g3pe_p
G3PEtex_num4,0.0,,,,g3pe_e --> g3pe_p
G3PCtex_num2,0.0,,,,g3pc_e --> g3pc_p
G3PCtex_num3,0.0,,,,g3pc_e --> g3pc_p
G3PCtex_num4,0.0,,,,g3pc_e --> g3pc_p
DAMPtex_num2,0.0,,,,damp_e --> damp_p
DAMPtex_num3,0.0,,,,damp_e --> damp_p
DAMPtex_num4,0.0,,,,damp_e --> damp_p
DCMPtex_num2,0.0,,,,dcmp_e --> dcmp_p
DCMPtex_num3,0.0,,,,dcmp_e --> dcmp_p
DCMPtex_num4,0.0,,,,dcmp_e --> dcmp_p
DGMPtex_num2,0.0,,,,dgmp_e --> dgmp_p
DGMPtex_num3,0.0,,,,dgmp_e --> dgmp_p
DGMPtex_num4,0.0,,,,dgmp_e --> dgmp_p
DTMPtex_num2,0.0,,,,dtmp_e --> dtmp_p
DTMPtex_num3,0.0,,,,dtmp_e --> dtmp_p
DTMPtex_num4,0.0,,,,dtmp_e --> dtmp_p
GMPtex_num2,0.0,,,,gmp_e --> gmp_p
GMPtex_num3,0.0,,,,gmp_e --> gmp_p
GMPtex_num4,0.0,,,,gmp_e --> gmp_p
IMPtex_num2,0.0,,,,imp_e --> imp_p
IMPtex_num3,0.0,,,,imp_e --> imp_p
IMPtex_num4,0.0,,,,imp_e --> imp_p
UMPtex_num2,0.0,,,,ump_e --> ump_p
UMPtex_num3,0.0,,,,ump_e --> ump_p
UMPtex_num4,0.0,,,,ump_e --> ump_p
G1Ptex_num2,0.0,,,,g1p_e --> g1p_p
G1Ptex_num3,0.0,,,,g1p_e --> g1p_p
G1Ptex_num4,0.0,,,,g1p_e --> g1p_p
ZN2t3pp_num2,0.0,,,,h_p + zn2_c --> h_c + zn2_p
SKMtex_num2,0.0,,,,skm_e --> skm_p
SKMtex_num3,0.0,,,,skm_e --> skm_p
SKMtex_num4,0.0,,,,skm_e --> skm_p
MNtex_num2,0.0,,,,mn2_e --> mn2_p
MNtex_num3,0.0,,,,mn2_e --> mn2_p
MNtex_num4,0.0,,,,mn2_e --> mn2_p
GAL1Ptex_num2,0.0,,,,gal1p_e --> gal1p_p
GAL1Ptex_num3,0.0,,,,gal1p_e --> gal1p_p
GAL1Ptex_num4,0.0,,,,gal1p_e --> gal1p_p
O2Stex_num2,0.0,,,,o2s_e --> o2s_p
O2Stex_num3,0.0,,,,o2s_e --> o2s_p
O2Stex_num4,0.0,,,,o2s_e --> o2s_p
ALDD3y_num2,0.0,23752.9731996,225.2254,105.46311916684353,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c
ALDD3y_num3,0.0,23752.9731996,84.194,282.12192317267267,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c
R5PP_num2,0.0,9881.3416392,20.7798,475.5263110905783,h2o_c + r5p_c --> pi_c + rib__D_c
R5PP_num3,0.0,9881.3416392,30.4128,324.90732978219694,h2o_c + r5p_c --> pi_c + rib__D_c
R5PP_num4,0.0,9881.3416392,27.1631,363.77812691482194,h2o_c + r5p_c --> pi_c + rib__D_c
R5PP_num5,0.0,9881.3416392,29.7211,332.4689072477129,h2o_c + r5p_c --> pi_c + rib__D_c
CYSSADS_num2,0.0,13159.4743908,88.8675,148.079718578783,3sala_c + 2.0 h_c --> ala__L_c + so2_c
HOMt2pp_num2,0.0,,,,h_p + hom__L_c --> h_c + hom__L_p
HOMtex_num2,0.0,,,,hom__L_e --> hom__L_p
HOMtex_num3,0.0,,,,hom__L_e --> hom__L_p
HOMtex_num4,0.0,,,,hom__L_e --> hom__L_p
SO2tex_num2,0.0,,,,so2_e --> so2_p
SO2tex_num3,0.0,,,,so2_e --> so2_p
SO2tex_num4,0.0,,,,so2_e --> so2_p
CYStpp_num2,0.0,,,,cys__L_c --> cys__L_p
ACSERtpp_num2,0.0,,,,acser_c --> acser_p
ACSERtex_num2,0.0,,,,acser_e --> acser_p
ACSERtex_num3,0.0,,,,acser_e --> acser_p
ACSERtex_num4,0.0,,,,acser_e --> acser_p
NTP10_num2,0.0,10200.0983004,36.4253,280.0278460410758,h2o_c + itp_c --> h_c + idp_c + pi_c
ECOAH7_num2,0.0,37020.632112,159.1878,232.5594807642294,3hhdcoa_c --> h2o_c + hdd2coa_c
G1PPpp_num2,0.0,34600.562478,98.8772,349.93469149611843,g1p_p + h2o_p --> glc__D_p + pi_p
NTD11_num2,0.08963197641018482,9325.7523576,25.3988,367.17295138353,h2o_c + imp_c --> ins_c + pi_c
ORNDC_num2,0.0,35745.3352188,164.8316,216.859723613676,h_c + orn_c --> co2_c + ptrc_c
