id,name,metabolites,lower_bound,upper_bound,gene_reaction_rule,annotation,notes,objective_coefficient
NACtex_reverse_num4,,"OrderedDict([('nac_e', 1.0), ('nac_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'NACtex')])",
NH4tex_reverse_num2,,"OrderedDict([('nh4_e', 1.0), ('nh4_p', -1.0)])",0.0,1000.0,b1377,,"OrderedDict([('reflection', 'NH4tex')])",
NH4tex_reverse_num3,,"OrderedDict([('nh4_e', 1.0), ('nh4_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'NH4tex')])",
NH4tex_reverse_num4,,"OrderedDict([('nh4_e', 1.0), ('nh4_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'NH4tex')])",
BUTtex_reverse_num2,,"OrderedDict([('but_e', 1.0), ('but_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'BUTtex')])",
BUTtex_reverse_num3,,"OrderedDict([('but_e', 1.0), ('but_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'BUTtex')])",
BUTtex_reverse_num4,,"OrderedDict([('but_e', 1.0), ('but_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'BUTtex')])",
CHLtex_reverse_num2,,"OrderedDict([('chol_e', 1.0), ('chol_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'CHLtex')])",
CHLtex_reverse_num3,,"OrderedDict([('chol_e', 1.0), ('chol_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'CHLtex')])",
CHLtex_reverse_num4,,"OrderedDict([('chol_e', 1.0), ('chol_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'CHLtex')])",
CO2tex_reverse_num2,,"OrderedDict([('co2_e', 1.0), ('co2_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'CO2tex')])",
CO2tex_reverse_num3,,"OrderedDict([('co2_e', 1.0), ('co2_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'CO2tex')])",
CO2tex_reverse_num4,,"OrderedDict([('co2_e', 1.0), ('co2_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'CO2tex')])",
CRNtex_reverse_num2,,"OrderedDict([('crn_e', 1.0), ('crn_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'CRNtex')])",
CRNtex_reverse_num3,,"OrderedDict([('crn_e', 1.0), ('crn_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'CRNtex')])",
CRNtex_reverse_num4,,"OrderedDict([('crn_e', 1.0), ('crn_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'CRNtex')])",
DINStex_reverse_num2,,"OrderedDict([('din_e', 1.0), ('din_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'DINStex')])",
DINStex_reverse_num3,,"OrderedDict([('din_e', 1.0), ('din_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'DINStex')])",
DINStex_reverse_num4,,"OrderedDict([('din_e', 1.0), ('din_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'DINStex')])",
DMStex_reverse_num2,,"OrderedDict([('dms_e', 1.0), ('dms_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'DMStex')])",
DMStex_reverse_num3,,"OrderedDict([('dms_e', 1.0), ('dms_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'DMStex')])",
DMStex_reverse_num4,,"OrderedDict([('dms_e', 1.0), ('dms_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'DMStex')])",
CSNtex_reverse_num2,,"OrderedDict([('csn_e', 1.0), ('csn_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'CSNtex')])",
CSNtex_reverse_num3,,"OrderedDict([('csn_e', 1.0), ('csn_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'CSNtex')])",
CSNtex_reverse_num4,,"OrderedDict([('csn_e', 1.0), ('csn_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'CSNtex')])",
CYNTtex_reverse_num2,,"OrderedDict([('cynt_e', 1.0), ('cynt_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'CYNTtex')])",
CYNTtex_reverse_num3,,"OrderedDict([('cynt_e', 1.0), ('cynt_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'CYNTtex')])",
CYNTtex_reverse_num4,,"OrderedDict([('cynt_e', 1.0), ('cynt_p', -1.0)])",0.0,1000.0,b1377,,"OrderedDict([('reflection', 'CYNTtex')])",
CYStex_reverse_num2,,"OrderedDict([('cys__L_e', 1.0), ('cys__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'CYStex')])",
CYStex_reverse_num3,,"OrderedDict([('cys__L_e', 1.0), ('cys__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'CYStex')])",
CYStex_reverse_num4,,"OrderedDict([('cys__L_e', 1.0), ('cys__L_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'CYStex')])",
CYTDtex_reverse_num2,,"OrderedDict([('cytd_e', 1.0), ('cytd_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'CYTDtex')])",
CYTDtex_reverse_num3,,"OrderedDict([('cytd_e', 1.0), ('cytd_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'CYTDtex')])",
CYTDtex_reverse_num4,,"OrderedDict([('cytd_e', 1.0), ('cytd_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'CYTDtex')])",
DCAtex_reverse_num2,,"OrderedDict([('dca_e', 1.0), ('dca_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'DCAtex')])",
DCAtex_reverse_num3,,"OrderedDict([('dca_e', 1.0), ('dca_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'DCAtex')])",
DCAtex_reverse_num4,,"OrderedDict([('dca_e', 1.0), ('dca_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'DCAtex')])",
DGSNtex_reverse_num2,,"OrderedDict([('dgsn_e', 1.0), ('dgsn_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'DGSNtex')])",
DGSNtex_reverse_num3,,"OrderedDict([('dgsn_e', 1.0), ('dgsn_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'DGSNtex')])",
DGSNtex_reverse_num4,,"OrderedDict([('dgsn_e', 1.0), ('dgsn_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'DGSNtex')])",
LCTStex_reverse_num2,,"OrderedDict([('lcts_e', 1.0), ('lcts_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'LCTStex')])",
LCTStex_reverse_num3,,"OrderedDict([('lcts_e', 1.0), ('lcts_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'LCTStex')])",
LCTStex_reverse_num4,,"OrderedDict([('lcts_e', 1.0), ('lcts_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'LCTStex')])",
LEUtex_reverse_num2,,"OrderedDict([('leu__L_e', 1.0), ('leu__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'LEUtex')])",
LEUtex_reverse_num3,,"OrderedDict([('leu__L_e', 1.0), ('leu__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'LEUtex')])",
LEUtex_reverse_num4,,"OrderedDict([('leu__L_e', 1.0), ('leu__L_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'LEUtex')])",
LYStex_reverse_num2,,"OrderedDict([('lys__L_e', 1.0), ('lys__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'LYStex')])",
LYStex_reverse_num3,,"OrderedDict([('lys__L_e', 1.0), ('lys__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'LYStex')])",
LYStex_reverse_num4,,"OrderedDict([('lys__L_e', 1.0), ('lys__L_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'LYStex')])",
LYXtex_reverse_num2,,"OrderedDict([('lyx__L_e', 1.0), ('lyx__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'LYXtex')])",
LYXtex_reverse_num3,,"OrderedDict([('lyx__L_e', 1.0), ('lyx__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'LYXtex')])",
LYXtex_reverse_num4,,"OrderedDict([('lyx__L_e', 1.0), ('lyx__L_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'LYXtex')])",
MANtex_reverse_num2,,"OrderedDict([('man_e', 1.0), ('man_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'MANtex')])",
MANtex_reverse_num3,,"OrderedDict([('man_e', 1.0), ('man_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'MANtex')])",
MANtex_reverse_num4,,"OrderedDict([('man_e', 1.0), ('man_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'MANtex')])",
MAN6Ptex_reverse_num2,,"OrderedDict([('man6p_e', 1.0), ('man6p_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'MAN6Ptex')])",
MAN6Ptex_reverse_num3,,"OrderedDict([('man6p_e', 1.0), ('man6p_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'MAN6Ptex')])",
MAN6Ptex_reverse_num4,,"OrderedDict([('man6p_e', 1.0), ('man6p_p', -1.0)])",0.0,1000.0,b1377,,"OrderedDict([('reflection', 'MAN6Ptex')])",
MELIBtex_reverse_num2,,"OrderedDict([('melib_e', 1.0), ('melib_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'MELIBtex')])",
MELIBtex_reverse_num3,,"OrderedDict([('melib_e', 1.0), ('melib_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'MELIBtex')])",
MELIBtex_reverse_num4,,"OrderedDict([('melib_e', 1.0), ('melib_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'MELIBtex')])",
DMSOtex_reverse_num2,,"OrderedDict([('dmso_e', 1.0), ('dmso_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'DMSOtex')])",
DMSOtex_reverse_num3,,"OrderedDict([('dmso_e', 1.0), ('dmso_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'DMSOtex')])",
DMSOtex_reverse_num4,,"OrderedDict([('dmso_e', 1.0), ('dmso_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'DMSOtex')])",
FRUtex_reverse_num2,,"OrderedDict([('fru_e', 1.0), ('fru_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'FRUtex')])",
FRUtex_reverse_num3,,"OrderedDict([('fru_e', 1.0), ('fru_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'FRUtex')])",
FRUtex_reverse_num4,,"OrderedDict([('fru_e', 1.0), ('fru_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'FRUtex')])",
FUCtex_reverse_num2,,"OrderedDict([('fuc__L_e', 1.0), ('fuc__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'FUCtex')])",
FUCtex_reverse_num3,,"OrderedDict([('fuc__L_e', 1.0), ('fuc__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'FUCtex')])",
FUCtex_reverse_num4,,"OrderedDict([('fuc__L_e', 1.0), ('fuc__L_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'FUCtex')])",
FUMtex_reverse_num2,,"OrderedDict([('fum_e', 1.0), ('fum_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'FUMtex')])",
FUMtex_reverse_num3,,"OrderedDict([('fum_e', 1.0), ('fum_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'FUMtex')])",
FUMtex_reverse_num4,,"OrderedDict([('fum_e', 1.0), ('fum_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'FUMtex')])",
FE2tex_reverse_num2,,"OrderedDict([('fe2_e', 1.0), ('fe2_p', -1.0)])",0.0,1000.0,b1377,,"OrderedDict([('reflection', 'FE2tex')])",
FE2tex_reverse_num3,,"OrderedDict([('fe2_e', 1.0), ('fe2_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'FE2tex')])",
FE2tex_reverse_num4,,"OrderedDict([('fe2_e', 1.0), ('fe2_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'FE2tex')])",
NMNtex_reverse_num2,,"OrderedDict([('nmn_e', 1.0), ('nmn_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'NMNtex')])",
NMNtex_reverse_num3,,"OrderedDict([('nmn_e', 1.0), ('nmn_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'NMNtex')])",
NMNtex_reverse_num4,,"OrderedDict([('nmn_e', 1.0), ('nmn_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'NMNtex')])",
NO2tex_reverse_num2,,"OrderedDict([('no2_e', 1.0), ('no2_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'NO2tex')])",
NO2tex_reverse_num3,,"OrderedDict([('no2_e', 1.0), ('no2_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'NO2tex')])",
NO2tex_reverse_num4,,"OrderedDict([('no2_e', 1.0), ('no2_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'NO2tex')])",
GDPtex_reverse_num2,,"OrderedDict([('gdp_e', 1.0), ('gdp_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'GDPtex')])",
GDPtex_reverse_num3,,"OrderedDict([('gdp_e', 1.0), ('gdp_p', -1.0)])",0.0,1000.0,b1377,,"OrderedDict([('reflection', 'GDPtex')])",
GDPtex_reverse_num4,,"OrderedDict([('gdp_e', 1.0), ('gdp_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'GDPtex')])",
TMAtex_reverse_num2,,"OrderedDict([('tma_e', 1.0), ('tma_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'TMAtex')])",
TMAtex_reverse_num3,,"OrderedDict([('tma_e', 1.0), ('tma_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'TMAtex')])",
TMAtex_reverse_num4,,"OrderedDict([('tma_e', 1.0), ('tma_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'TMAtex')])",
TMAOtex_reverse_num2,,"OrderedDict([('tmao_e', 1.0), ('tmao_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'TMAOtex')])",
TMAOtex_reverse_num3,,"OrderedDict([('tmao_e', 1.0), ('tmao_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'TMAOtex')])",
TMAOtex_reverse_num4,,"OrderedDict([('tmao_e', 1.0), ('tmao_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'TMAOtex')])",
TREtex_reverse_num2,,"OrderedDict([('tre_e', 1.0), ('tre_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'TREtex')])",
TREtex_reverse_num3,,"OrderedDict([('tre_e', 1.0), ('tre_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'TREtex')])",
TREtex_reverse_num4,,"OrderedDict([('tre_e', 1.0), ('tre_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'TREtex')])",
TRPtex_reverse_num2,,"OrderedDict([('trp__L_e', 1.0), ('trp__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'TRPtex')])",
TRPtex_reverse_num3,,"OrderedDict([('trp__L_e', 1.0), ('trp__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'TRPtex')])",
TRPtex_reverse_num4,,"OrderedDict([('trp__L_e', 1.0), ('trp__L_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'TRPtex')])",
TSULtex_reverse_num2,,"OrderedDict([('tsul_e', 1.0), ('tsul_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'TSULtex')])",
TSULtex_reverse_num3,,"OrderedDict([('tsul_e', 1.0), ('tsul_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'TSULtex')])",
TSULtex_reverse_num4,,"OrderedDict([('tsul_e', 1.0), ('tsul_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'TSULtex')])",
TYRtex_reverse_num2,,"OrderedDict([('tyr__L_e', 1.0), ('tyr__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'TYRtex')])",
TYRtex_reverse_num3,,"OrderedDict([('tyr__L_e', 1.0), ('tyr__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'TYRtex')])",
TYRtex_reverse_num4,,"OrderedDict([('tyr__L_e', 1.0), ('tyr__L_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'TYRtex')])",
URAtex_reverse_num2,,"OrderedDict([('ura_e', 1.0), ('ura_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'URAtex')])",
URAtex_reverse_num3,,"OrderedDict([('ura_e', 1.0), ('ura_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'URAtex')])",
URAtex_reverse_num4,,"OrderedDict([('ura_e', 1.0), ('ura_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'URAtex')])",
UREAtex_reverse_num2,,"OrderedDict([('urea_e', 1.0), ('urea_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'UREAtex')])",
UREAtex_reverse_num3,,"OrderedDict([('urea_e', 1.0), ('urea_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'UREAtex')])",
UREAtex_reverse_num4,,"OrderedDict([('urea_e', 1.0), ('urea_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'UREAtex')])",
VALtex_reverse_num2,,"OrderedDict([('val__L_e', 1.0), ('val__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'VALtex')])",
VALtex_reverse_num3,,"OrderedDict([('val__L_e', 1.0), ('val__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'VALtex')])",
VALtex_reverse_num4,,"OrderedDict([('val__L_e', 1.0), ('val__L_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'VALtex')])",
XANtex_reverse_num2,,"OrderedDict([('xan_e', 1.0), ('xan_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'XANtex')])",
XANtex_reverse_num3,,"OrderedDict([('xan_e', 1.0), ('xan_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'XANtex')])",
XANtex_reverse_num4,,"OrderedDict([('xan_e', 1.0), ('xan_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'XANtex')])",
XYLtex_reverse_num2,,"OrderedDict([('xyl__D_e', 1.0), ('xyl__D_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'XYLtex')])",
XYLtex_reverse_num3,,"OrderedDict([('xyl__D_e', 1.0), ('xyl__D_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'XYLtex')])",
XYLtex_reverse_num4,,"OrderedDict([('xyl__D_e', 1.0), ('xyl__D_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'XYLtex')])",
ABUTtex_reverse_num2,,"OrderedDict([('4abut_e', 1.0), ('4abut_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'ABUTtex')])",
ABUTtex_reverse_num3,,"OrderedDict([('4abut_e', 1.0), ('4abut_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'ABUTtex')])",
ABUTtex_reverse_num4,,"OrderedDict([('4abut_e', 1.0), ('4abut_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'ABUTtex')])",
23CAMPtex_reverse_num2,,"OrderedDict([('23camp_e', 1.0), ('23camp_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', '23CAMPtex')])",
23CAMPtex_reverse_num3,,"OrderedDict([('23camp_e', 1.0), ('23camp_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', '23CAMPtex')])",
23CAMPtex_reverse_num4,,"OrderedDict([('23camp_e', 1.0), ('23camp_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', '23CAMPtex')])",
23CCMPtex_reverse_num2,,"OrderedDict([('23ccmp_e', 1.0), ('23ccmp_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', '23CCMPtex')])",
23CCMPtex_reverse_num3,,"OrderedDict([('23ccmp_e', 1.0), ('23ccmp_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', '23CCMPtex')])",
23CCMPtex_reverse_num4,,"OrderedDict([('23ccmp_e', 1.0), ('23ccmp_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', '23CCMPtex')])",
23CUMPtex_reverse_num2,,"OrderedDict([('23cump_e', 1.0), ('23cump_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', '23CUMPtex')])",
23CUMPtex_reverse_num3,,"OrderedDict([('23cump_e', 1.0), ('23cump_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', '23CUMPtex')])",
23CUMPtex_reverse_num4,,"OrderedDict([('23cump_e', 1.0), ('23cump_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', '23CUMPtex')])",
23CGMPtex_reverse_num2,,"OrderedDict([('23cgmp_e', 1.0), ('23cgmp_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', '23CGMPtex')])",
23CGMPtex_reverse_num3,,"OrderedDict([('23cgmp_e', 1.0), ('23cgmp_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', '23CGMPtex')])",
23CGMPtex_reverse_num4,,"OrderedDict([('23cgmp_e', 1.0), ('23cgmp_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', '23CGMPtex')])",
3AMPtex_reverse_num2,,"OrderedDict([('3amp_e', 1.0), ('3amp_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', '3AMPtex')])",
3AMPtex_reverse_num3,,"OrderedDict([('3amp_e', 1.0), ('3amp_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', '3AMPtex')])",
3AMPtex_reverse_num4,,"OrderedDict([('3amp_e', 1.0), ('3amp_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', '3AMPtex')])",
3CMPtex_reverse_num2,,"OrderedDict([('3cmp_e', 1.0), ('3cmp_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', '3CMPtex')])",
3CMPtex_reverse_num3,,"OrderedDict([('3cmp_e', 1.0), ('3cmp_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', '3CMPtex')])",
3CMPtex_reverse_num4,,"OrderedDict([('3cmp_e', 1.0), ('3cmp_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', '3CMPtex')])",
ETHSO3tex_reverse_num2,,"OrderedDict([('ethso3_e', 1.0), ('ethso3_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'ETHSO3tex')])",
ETHSO3tex_reverse_num3,,"OrderedDict([('ethso3_e', 1.0), ('ethso3_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'ETHSO3tex')])",
ETHSO3tex_reverse_num4,,"OrderedDict([('ethso3_e', 1.0), ('ethso3_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'ETHSO3tex')])",
BUTSO3tex_reverse_num2,,"OrderedDict([('butso3_e', 1.0), ('butso3_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'BUTSO3tex')])",
BUTSO3tex_reverse_num3,,"OrderedDict([('butso3_e', 1.0), ('butso3_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'BUTSO3tex')])",
BUTSO3tex_reverse_num4,,"OrderedDict([('butso3_e', 1.0), ('butso3_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'BUTSO3tex')])",
LIPOtex_reverse_num2,,"OrderedDict([('lipoate_e', 1.0), ('lipoate_p', -1.0)])",0.0,1000.0,b1377,,"OrderedDict([('reflection', 'LIPOtex')])",
LIPOtex_reverse_num3,,"OrderedDict([('lipoate_e', 1.0), ('lipoate_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'LIPOtex')])",
LIPOtex_reverse_num4,,"OrderedDict([('lipoate_e', 1.0), ('lipoate_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'LIPOtex')])",
GALBDtex_reverse_num2,,"OrderedDict([('gal_bD_e', 1.0), ('gal_bD_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'GALBDtex')])",
GALBDtex_reverse_num3,,"OrderedDict([('gal_bD_e', 1.0), ('gal_bD_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'GALBDtex')])",
GALBDtex_reverse_num4,,"OrderedDict([('gal_bD_e', 1.0), ('gal_bD_p', -1.0)])",0.0,1000.0,b1377,,"OrderedDict([('reflection', 'GALBDtex')])",
SULFACtex_reverse_num2,,"OrderedDict([('sulfac_e', 1.0), ('sulfac_p', -1.0)])",0.0,1000.0,b1377,,"OrderedDict([('reflection', 'SULFACtex')])",
SULFACtex_reverse_num3,,"OrderedDict([('sulfac_e', 1.0), ('sulfac_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'SULFACtex')])",
SULFACtex_reverse_num4,,"OrderedDict([('sulfac_e', 1.0), ('sulfac_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'SULFACtex')])",
NOtex_reverse_num2,,"OrderedDict([('no_e', 1.0), ('no_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'NOtex')])",
NOtex_reverse_num3,,"OrderedDict([('no_e', 1.0), ('no_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'NOtex')])",
NOtex_reverse_num4,,"OrderedDict([('no_e', 1.0), ('no_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'NOtex')])",
N2Otex_reverse_num2,,"OrderedDict([('n2o_e', 1.0), ('n2o_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'N2Otex')])",
N2Otex_reverse_num3,,"OrderedDict([('n2o_e', 1.0), ('n2o_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'N2Otex')])",
